id;spec;job_title;city;employer;schedule;experience;published;salary_from;salary_to;currency;skills
78653984;Аналитик BI;Аналитик BI (удаленно);Владимир;Abi;;;2023-03-29;;;;sql, английский язык, ms sql, mac os, мобильность, cognos bi
77896725;Аналитик BI;Аналитик BI (удаленно);Иваново (Ивановская область);Abi;;;2023-03-10;;;;sql, английский язык, ms sql, mac os, мобильность, cognos bi
77903682;Аналитик BI;Аналитик BI (отчетность DWH);Самара;Тинькофф;;;2023-03-10;;;;tableau, sql, аналитическое мышление
67450502;Аналитик BI;Аналитик BI;Саратов;Нита-Фарм;;;2023-03-29;;;;sql, bpmn, аналитика, power bi, работа в условиях многозадачности
78723090;Аналитик BI;Аналитик BI;Пермь;IBS;;;2023-03-30;;;;ms power bi, etl, python, sql, postgresql
76372986;Аналитик BI;Аналитик BI (Foresight platform);Пермь;DIGITAL FUTURE SYSTEMS;;;2023-03-30;90000;160000;RUR;git, postgresql, soap, redmine, rest, удаленная работа, mysql, работа с базами данных, pentaho, форсайт, jquery, power bi, apache superset, системная аналитика, работа с большим объемом информации, olap (online analytical processing)
78123112;Аналитик BI;Ведущий аналитик данных (Power BI) (БП Продаж);Уфа;Группа Компаний Ласселсбергер;;;2023-04-03;;;;ms powerpoint, работа с большим объемом информации, power bi, power query, впр, powerbi, навыки статистической обработки данных, excel
78731826;Аналитик BI;BI-аналитик;Уфа;IBS;;;2023-03-30;;;;ms power bi, etl, python, sql, postgresql
77903702;Аналитик BI;Аналитик BI (отчетность DWH);Уфа;Тинькофф;;;2023-03-10;;;;tableau, sql, аналитическое мышление
79000079;Аналитик BI;Аналитик (Разработка BI-решений);Екатеринбург;Контур;;;2023-04-06;;;;
78776024;Аналитик BI;Разработчик BI / Аналитик;Верхняя Пышма;Уральская горно-металлургическая компания;;;2023-03-31;;;;
77633668;Аналитик BI;Системный аналитик отдела BI;Екатеринбург;Монетка, Торговая сеть;;;2023-03-31;;;;olap (online analytical processing), sql, ms sql, база данных: oracle, cognos bi, qliksense
76847039;Аналитик BI;Аналитик BI;Екатеринбург;Брусника;;;2023-03-20;90000;;RUR;
78189871;Аналитик BI;BI аналитик;Екатеринбург;AppScience;;;2023-03-17;;;;power bi, tableau, powerbi, sql, python
79003279;Аналитик BI;Ведущий Аналитик BI;Тюмень;ПСК Дом;;;2023-04-06;;;;sql, python, разработка технических заданий, постановка задач разработчикам, разработка инструкций, sap bi, аналитика
77196140;Аналитик BI;Data Analyst / Аналитик данных / BI-аналитик;Тюмень;ЭНКО ГРУПП;;;2023-04-05;;;;работа с большим объемом информации, python, визуализация данных
78190439;Аналитик BI;Ведущий аналитик BI;Тюмень;Газпром нефть;;;2023-03-17;;;;qlik, power bi, sql, luxms bi
78077083;Аналитик BI;Аналитик BI;Краснодар;ANCOR;;;2023-04-03;140000;;RUR;ms sql, работа с базами данных, ms power bi
78703641;Аналитик BI;Аналитик BI;Краснодар;Краснодаргоргаз;;;2023-03-30;;;;
78189875;Аналитик BI;BI аналитик;Сочи;AppScience;;;2023-03-17;;;;power bi, tableau, powerbi, sql, python
78056958;Аналитик BI;Аналитик BI (отчетность DWH);Воронеж;Тинькофф;;;2023-03-14;;;;dwh, sql, big data, tableau, базы данных
